Charter Date,Vessel Type,Charter Price ($/day),Duration (days),LNG Capacity (m),LPG Capacity (m),Cargo Capacity (DWT),Container Capacity (TEU),Size Category,Cargo Type,Vessel Length (m),Vessel breadth (m),Fuel Cost ($/liter),Age_of_Vess
2023-06-30,Tanker,32728,174,,,59627.0,,Suezmax,Crude Oil,79,36,0.66,14
2021-04-17,LNG Carrier,50862,348,132161.0,,,,Typical LNG Carrier,Liquified Natural Gas,207,50,0.6,16
2021-10-19,Tanker,27752,133,,,397962.0,,VLCC,Crude Oil,178,20,0.69,10
2021-06-29,Tanker,25071,226,,,350296.0,,VLCC,Crude Oil,259,36,0.65,8
2021-11-09,Tanker,49284,354,,,308392.0,,LR2,Crude Oil,95,50,0.58,4
2023-06-07,Tanker,31062,134,,,162109.0,,ULCC,Refined Products,291,62,0.74,4
2022-05-12,Container Ship,10713,222,,,,7524.0,Feeder Ships,Apparel,271,42,0.63,17
2022-03-21,LNG Carrier,50540,387,139467.0,,,,Typical LNG Carrier,Liquified Natural Gas,244,50,0.51,10
2022-03-04,Tanker,18678,206,,,269856.0,,LR1,Refined Products,296,44,0.56,6
2022-06-04,LNG Carrier,44072,118,121966.0,,,,Typical LNG Carrier,Liquified Natural Gas,204,48,0.76,5
2021-11-24,LNG Carrier,56765,60,143071.0,,,,Typical LNG Carrier,Liquified Natural Gas,264,46,0.59,14
2021-02-11,Tanker,37007,400,,,232476.0,,Aframax,Crude Oil,233,50,0.66,15
2023-12-06,LNG Carrier,36932,208,147358.0,,,,Typical LNG Carrier,Liquified Natural Gas,206,45,0.56,14
2022-12-01,Tanker,28612,409,,,220545.0,,Panamax,Refined Products,318,63,0.66,6
2023-02-16,Container Ship,24203,95,,,,12799.0,Feeder Ships,Consumer Goods,364,31,0.72,9
2023-04-05,Bulk Carrier,27197,216,,,82412.0,,Capesize,Coal,208,54,0.54,15
2024-01-26,LNG Carrier,32423,332,132380.0,,,,Typical LNG Carrier,Liquified Natural Gas,223,43,0.54,4
2022-06-10,LPG Carrier,39504,104,,43620.0,,,Typical LPG Carrier,Liquified Petroleum Gas,194,32,0.58,7
2021-05-25,Bulk Carrier,15920,150,,,137203.0,,Handysize,Coal,209,21,0.53,9
2022-12-08,LPG Carrier,28581,368,,21412.0,,,Typical LPG Carrier,Liquified Petroleum Gas,180,40,0.77,10
2023-06-01,LPG Carrier,31551,350,,54862.0,,,Typical LPG Carrier,Liquified Petroleum Gas,175,25,0.79,7
2022-09-19,Tanker,23966,71,,,297261.0,,MR,Crude Oil,176,65,0.62,15
2021-04-08,Container Ship,30672,99,,,,8742.0,New Panamax (Neo-Panamax) Ships,Apparel,131,22,0.68,7
2023-02-02,LNG Carrier,54562,60,149967.0,,,,Typical LNG Carrier,Liquified Natural Gas,287,43,0.54,9
2023-04-23,Tanker,16215,77,,,292385.0,,Handysize,Crude Oil,345,33,0.55,7
2023-03-14,Bulk Carrier,12715,245,,,163700.0,,Handysize,Coal,196,58,0.66,1
2022-03-18,Container Ship,24176,417,,,,8893.0,New Panamax (Neo-Panamax) Ships,Chemicals,123,23,0.77,2
2023-03-17,Bulk Carrier,27091,351,,,61388.0,,Panamax,Iron Ore,163,54,0.71,14
2022-02-13,Container Ship,10658,376,,,,12244.0,New Panamax (Neo-Panamax) Ships,Apparel,355,37,0.62,6
2021-08-03,LNG Carrier,45659,257,138707.0,,,,Typical LNG Carrier,Liquified Natural Gas,246,45,0.73,15
2022-01-06,Container Ship,34418,277,,,,5640.0,Feeder Ships,Machinery,104,57,0.8,4
2021-06-17,Container Ship,23095,278,,,,4711.0,Panamax Ships,Chemicals,283,26,0.77,11
2021-02-20,LPG Carrier,33371,152,,62834.0,,,Typical LPG Carrier,Liquified Petroleum Gas,100,39,0.77,5
2023-10-21,Tanker,29914,225,,,141936.0,,Panamax,Crude Oil,201,32,0.65,12
2023-06-01,Container Ship,17902,404,,,,5087.0,New Panamax (Neo-Panamax) Ships,Electronics,303,38,0.52,17
2021-05-13,Container Ship,29660,280,,,,5947.0,Post-Panamax Ships,Consumer Goods,400,34,0.7,15
2022-07-04,Bulk Carrier,17926,121,,,31564.0,,Panamax,Grain,125,59,0.78,10
2023-12-31,LNG Carrier,38348,85,111502.0,,,,Typical LNG Carrier,Liquified Natural Gas,273,44,0.66,1
2023-05-06,Tanker,32889,394,,,130927.0,,Handysize,Crude Oil,101,49,0.68,14
2021-09-23,Container Ship,32562,113,,,,10604.0,Panamax Ships,Machinery,260,48,0.69,6
2021-01-18,Bulk Carrier,22636,240,,,29104.0,,Capesize,Grain,110,22,0.62,12
2021-10-19,Tanker,28485,313,,,82197.0,,ULCC,Refined Products,114,46,0.71,7
2022-11-12,LNG Carrier,31658,87,149538.0,,,,Typical LNG Carrier,Liquified Natural Gas,293,44,0.8,12
2023-05-07,LNG Carrier,32077,118,149013.0,,,,Typical LNG Carrier,Liquified Natural Gas,285,46,0.78,7
2024-02-01,Bulk Carrier,26528,443,,,103553.0,,Handymax/Supramax,Coal,169,52,0.6,3
2022-06-02,LPG Carrier,39283,221,,6214.0,,,Typical LPG Carrier,Liquified Petroleum Gas,170,14,0.62,4
2021-07-07,Container Ship,26175,263,,,,10575.0,Feedermax Ships,Electronics,251,22,0.54,3
2023-11-07,Bulk Carrier,16803,61,,,188615.0,,Capesize,Grain,103,49,0.62,15
2021-09-26,Bulk Carrier,13564,174,,,99886.0,,Handysize,Coal,197,39,0.56,12
2021-01-13,Tanker,26127,290,,,200069.0,,Panamax,Refined Products,250,56,0.69,3
2021-03-18,LPG Carrier,23843,380,,62896.0,,,Typical LPG Carrier,Liquified Petroleum Gas,200,24,0.55,14
2023-12-16,LPG Carrier,37025,104,,6033.0,,,Typical LPG Carrier,Liquified Petroleum Gas,177,22,0.53,3
2023-07-17,Container Ship,28004,169,,,,3714.0,Feeder Ships,Electronics,172,42,0.58,4
2022-07-19,Container Ship,10457,58,,,,7926.0,Feedermax Ships,Chemicals,107,47,0.55,13
2021-06-18,Container Ship,15577,200,,,,13053.0,Panamax Ships,Machinery,314,58,0.8,10
2021-05-24,LNG Carrier,35940,391,135463.0,,,,Typical LNG Carrier,Liquified Natural Gas,258,44,0.73,12
2022-03-25,LNG Carrier,52960,65,127933.0,,,,Typical LNG Carrier,Liquified Natural Gas,300,50,0.53,14
2022-04-02,LNG Carrier,48234,187,144783.0,,,,Typical LNG Carrier,Liquified Natural Gas,235,45,0.78,17
2021-06-08,LPG Carrier,24725,108,,75117.0,,,Typical LPG Carrier,Liquified Petroleum Gas,176,27,0.53,18
2024-01-11,Bulk Carrier,23011,53,,,167739.0,,Handymax/Supramax,Grain,180,43,0.59,2
2021-05-12,Bulk Carrier,24900,394,,,181278.0,,Capesize,Coal,145,47,0.68,3
2021-07-01,LPG Carrier,36017,77,,27358.0,,,Typical LPG Carrier,Liquified Petroleum Gas,131,26,0.76,6
2022-05-11,LPG Carrier,28677,203,,75622.0,,,Typical LPG Carrier,Liquified Petroleum Gas,185,22,0.72,6
2023-09-21,Bulk Carrier,29170,343,,,43370.0,,Capesize,Grain,188,38,0.75,16
2022-09-07,LPG Carrier,29533,339,,67080.0,,,Typical LPG Carrier,Liquified Petroleum Gas,151,31,0.74,16
2021-08-11,Tanker,48107,161,,,116281.0,,ULCC,Crude Oil,320,60,0.6,15
2023-10-22,LNG Carrier,31048,349,134371.0,,,,Typical LNG Carrier,Liquified Natural Gas,218,43,0.79,3
2022-01-18,Tanker,24114,46,,,215994.0,,VLCC,Refined Products,163,33,0.72,4
2023-03-04,Container Ship,19525,103,,,,9373.0,Feeder Ships,Electronics,104,55,0.79,7
2023-01-18,Container Ship,30772,81,,,,8954.0,Feeder Ships,Electronics,141,35,0.56,15
2021-04-19,Bulk Carrier,26819,394,,,103566.0,,Handymax/Supramax,Coal,288,37,0.72,14
2023-06-22,LNG Carrier,40525,70,129115.0,,,,Typical LNG Carrier,Liquified Natural Gas,246,47,0.51,1
2022-03-26,Tanker,29100,279,,,60267.0,,MR,Crude Oil,228,26,0.58,8
2021-05-03,LPG Carrier,27544,305,,79896.0,,,Typical LPG Carrier,Liquified Petroleum Gas,169,15,0.68,4
2022-09-30,Tanker,23276,392,,,145639.0,,MR,Crude Oil,336,31,0.65,15
2022-09-08,LPG Carrier,34450,97,,63928.0,,,Typical LPG Carrier,Liquified Petroleum Gas,115,33,0.67,10
2021-06-05,Bulk Carrier,11258,188,,,94800.0,,Handysize,Iron Ore,178,33,0.63,17
2021-05-01,Container Ship,25064,180,,,,12586.0,Feedermax Ships,Apparel,127,16,0.79,11
2021-07-25,LPG Carrier,34032,319,,19058.0,,,Typical LPG Carrier,Liquified Petroleum Gas,201,39,0.64,6
2021-01-04,Bulk Carrier,10487,195,,,99828.0,,Handysize,Coal,295,56,0.52,13
2022-03-19,Bulk Carrier,16794,287,,,91722.0,,Handymax/Supramax,Iron Ore,112,40,0.61,7
2023-04-05,LNG Carrier,45218,55,137598.0,,,,Typical LNG Carrier,Liquified Natural Gas,280,43,0.75,13
2022-10-06,Tanker,22395,374,,,361032.0,,LR1,Refined Products,247,26,0.64,4
2023-10-23,LNG Carrier,43372,289,132782.0,,,,Typical LNG Carrier,Liquified Natural Gas,272,43,0.51,5
2021-10-31,Container Ship,19367,368,,,,6695.0,New Panamax (Neo-Panamax) Ships,Chemicals,373,34,0.52,13
2022-05-19,Container Ship,26774,316,,,,5866.0,Post-Panamax Ships,Chemicals,163,34,0.52,15
2021-07-08,Tanker,22897,165,,,262612.0,,Panamax,Refined Products,278,47,0.61,17
2022-07-09,Bulk Carrier,13068,85,,,102415.0,,Handysize,Coal,166,60,0.71,8
2023-11-23,LPG Carrier,40386,116,,18487.0,,,Typical LPG Carrier,Liquified Petroleum Gas,170,24,0.62,2
2022-06-25,LPG Carrier,40355,209,,24049.0,,,Typical LPG Carrier,Liquified Petroleum Gas,144,34,0.51,9
2021-11-08,Container Ship,32798,298,,,,9791.0,New Panamax (Neo-Panamax) Ships,Chemicals,119,49,0.75,2
2021-05-05,Bulk Carrier,15406,79,,,78941.0,,Handymax/Supramax,Grain,141,33,0.5,8
2022-09-25,LPG Carrier,27931,376,,41384.0,,,Typical LPG Carrier,Liquified Petroleum Gas,195,24,0.61,12
2023-02-17,LNG Carrier,49186,222,101529.0,,,,Typical LNG Carrier,Liquified Natural Gas,213,47,0.62,17
2022-09-19,Container Ship,23616,280,,,,6568.0,Post-Panamax Ships,Consumer Goods,215,19,0.64,2
2023-02-16,LNG Carrier,45008,300,132972.0,,,,Typical LNG Carrier,Liquified Natural Gas,215,43,0.56,5
2023-03-26,Bulk Carrier,27720,219,,,97113.0,,Handymax/Supramax,Grain,201,51,0.66,1
2022-11-10,LPG Carrier,22543,197,,39460.0,,,Typical LPG Carrier,Liquified Petroleum Gas,203,17,0.62,8
2023-11-14,LPG Carrier,32345,109,,64671.0,,,Typical LPG Carrier,Liquified Petroleum Gas,173,19,0.53,7
2021-12-18,LNG Carrier,41909,447,147466.0,,,,Typical LNG Carrier,Liquified Natural Gas,228,46,0.56,14
2021-07-09,Bulk Carrier,29779,227,,,66998.0,,Capesize,Coal,174,59,0.72,17
2022-05-22,Tanker,36886,372,,,115843.0,,ULCC,Crude Oil,88,22,0.65,7
2021-09-19,Bulk Carrier,26052,347,,,149366.0,,Panamax,Coal,167,48,0.59,17
2023-06-25,Tanker,40789,380,,,193603.0,,Panamax,Refined Products,127,60,0.75,12
2023-10-05,LPG Carrier,26062,395,,52879.0,,,Typical LPG Carrier,Liquified Petroleum Gas,211,14,0.75,5
2022-01-29,Bulk Carrier,27443,194,,,182221.0,,Capesize,Coal,142,34,0.64,8
2022-03-22,Container Ship,11430,70,,,,4825.0,Feedermax Ships,Consumer Goods,274,25,0.78,18
2023-12-08,Bulk Carrier,25414,210,,,140327.0,,Handymax/Supramax,Coal,100,27,0.52,2
2023-10-25,LPG Carrier,20202,138,,34096.0,,,Typical LPG Carrier,Liquified Petroleum Gas,177,29,0.56,4
2022-10-25,Container Ship,12740,63,,,,7747.0,Feeder Ships,Chemicals,285,15,0.78,3
2023-03-04,LPG Carrier,42123,90,,16189.0,,,Typical LPG Carrier,Liquified Petroleum Gas,222,31,0.57,17
2022-12-28,Bulk Carrier,17771,82,,,60059.0,,Panamax,Grain,155,59,0.74,6
2021-06-14,LNG Carrier,27052,255,120017.0,,,,Typical LNG Carrier,Liquified Natural Gas,283,44,0.78,9
2023-12-29,Tanker,16899,227,,,304107.0,,MR,Crude Oil,332,49,0.76,6
2021-11-09,Tanker,48277,220,,,378769.0,,Aframax,Refined Products,303,42,0.78,8
2023-11-16,Tanker,39819,133,,,330645.0,,LR2,Crude Oil,231,47,0.51,15
2024-01-06,Tanker,38024,91,,,216954.0,,Suezmax,Refined Products,86,24,0.62,15
2023-02-06,Bulk Carrier,19168,165,,,79431.0,,Handysize,Coal,270,57,0.65,4
2022-02-22,Container Ship,21467,239,,,,11586.0,Post-Panamax Ships,Consumer Goods,305,39,0.54,11
2022-06-28,Bulk Carrier,14309,334,,,57594.0,,Capesize,Grain,209,28,0.77,3
2023-03-12,Bulk Carrier,18655,246,,,70640.0,,Panamax,Grain,232,38,0.73,11
2023-02-06,Tanker,36649,337,,,265724.0,,LR1,Refined Products,315,50,0.62,9
2021-01-03,Tanker,26308,368,,,158969.0,,ULCC,Refined Products,293,32,0.74,1
2023-05-31,LPG Carrier,40184,372,,22229.0,,,Typical LPG Carrier,Liquified Petroleum Gas,206,40,0.67,13
2021-05-28,Tanker,15867,96,,,340457.0,,Handysize,Crude Oil,157,63,0.53,14
2023-01-08,Bulk Carrier,15478,323,,,117303.0,,Panamax,Coal,162,57,0.73,17
2022-05-02,LNG Carrier,29050,387,111943.0,,,,Typical LNG Carrier,Liquified Natural Gas,296,44,0.57,16
2021-06-26,LPG Carrier,39617,50,,23660.0,,,Typical LPG Carrier,Liquified Petroleum Gas,183,15,0.75,17
2021-12-22,LPG Carrier,35394,166,,9266.0,,,Typical LPG Carrier,Liquified Petroleum Gas,177,23,0.71,5
2022-11-02,Tanker,20089,313,,,170521.0,,VLCC,Crude Oil,310,54,0.78,13
2023-07-21,LPG Carrier,40390,234,,33351.0,,,Typical LPG Carrier,Liquified Petroleum Gas,184,26,0.78,16
2021-06-09,Container Ship,18766,423,,,,3287.0,Post-Panamax Ships,Apparel,367,28,0.5,2
2022-06-03,LPG Carrier,34379,124,,33639.0,,,Typical LPG Carrier,Liquified Petroleum Gas,223,30,0.58,7
2023-07-26,Bulk Carrier,16624,344,,,142280.0,,Handymax/Supramax,Iron Ore,277,35,0.66,10
2022-01-10,Container Ship,29526,125,,,,10606.0,Feedermax Ships,Consumer Goods,94,60,0.73,8
2023-02-01,LPG Carrier,34041,172,,7796.0,,,Typical LPG Carrier,Liquified Petroleum Gas,144,25,0.74,2
2024-01-25,Container Ship,13109,267,,,,3674.0,Feeder Ships,Apparel,281,17,0.51,7
2023-01-03,Bulk Carrier,28318,187,,,67872.0,,Handymax/Supramax,Iron Ore,276,34,0.62,11
2021-03-29,LPG Carrier,38914,393,,25017.0,,,Typical LPG Carrier,Liquified Petroleum Gas,147,37,0.55,15
2023-06-01,Container Ship,14723,117,,,,10265.0,Post-Panamax Ships,Chemicals,236,36,0.7,3
2023-03-25,LNG Carrier,51719,406,109770.0,,,,Typical LNG Carrier,Liquified Natural Gas,239,46,0.56,4
2021-10-13,Container Ship,14861,321,,,,13589.0,Feeder Ships,Chemicals,174,37,0.71,8
2024-01-01,Container Ship,29643,219,,,,9255.0,Feedermax Ships,Consumer Goods,197,23,0.61,6
2023-03-20,Tanker,49714,92,,,123126.0,,Aframax,Refined Products,345,57,0.74,6
2024-01-09,LPG Carrier,39628,429,,14561.0,,,Typical LPG Carrier,Liquified Petroleum Gas,213,30,0.6,6
2022-02-21,LNG Carrier,58250,48,139192.0,,,,Typical LNG Carrier,Liquified Natural Gas,264,41,0.62,14
2023-01-31,LNG Carrier,34251,80,147418.0,,,,Typical LNG Carrier,Liquified Natural Gas,256,40,0.6,18
2021-04-01,LNG Carrier,42220,72,110228.0,,,,Typical LNG Carrier,Liquified Natural Gas,232,44,0.71,18
2021-01-05,LPG Carrier,33386,82,,47691.0,,,Typical LPG Carrier,Liquified Petroleum Gas,210,14,0.67,5
2023-09-08,LNG Carrier,28153,52,109181.0,,,,Typical LNG Carrier,Liquified Natural Gas,257,41,0.79,3
2021-10-05,Bulk Carrier,17802,202,,,191126.0,,Panamax,Iron Ore,128,37,0.8,15
2023-05-11,LPG Carrier,38274,70,,65316.0,,,Typical LPG Carrier,Liquified Petroleum Gas,157,17,0.56,18
2022-03-17,Bulk Carrier,22641,137,,,58916.0,,Capesize,Coal,264,49,0.53,16
2023-06-27,Tanker,16324,264,,,187581.0,,ULCC,Crude Oil,299,23,0.69,6
2023-01-07,Container Ship,12827,368,,,,11441.0,Feeder Ships,Chemicals,238,14,0.77,3
2021-03-31,LPG Carrier,27703,176,,48803.0,,,Typical LPG Carrier,Liquified Petroleum Gas,220,27,0.66,11
2021-12-10,Container Ship,23905,306,,,,6116.0,Feedermax Ships,Consumer Goods,307,40,0.76,14
2021-09-09,Container Ship,10212,355,,,,10046.0,Panamax Ships,Consumer Goods,242,42,0.63,2
2022-08-14,Container Ship,21887,142,,,,13107.0,Feedermax Ships,Apparel,117,52,0.62,13
2022-10-19,Tanker,44075,364,,,287662.0,,Suezmax,Refined Products,178,31,0.5,14
2023-03-02,Bulk Carrier,19593,226,,,149758.0,,Capesize,Grain,219,37,0.69,7
2022-11-17,Bulk Carrier,26092,244,,,58912.0,,Capesize,Iron Ore,198,44,0.55,16
2021-09-09,Container Ship,32612,369,,,,9685.0,Panamax Ships,Consumer Goods,382,21,0.76,7
2023-07-02,LPG Carrier,31539,270,,8678.0,,,Typical LPG Carrier,Liquified Petroleum Gas,148,38,0.78,17
2022-02-24,Bulk Carrier,12613,70,,,29356.0,,Handymax/Supramax,Iron Ore,236,25,0.79,17
2022-11-13,LPG Carrier,30384,248,,19412.0,,,Typical LPG Carrier,Liquified Petroleum Gas,129,16,0.77,6
2023-01-02,LNG Carrier,52369,146,104964.0,,,,Typical LNG Carrier,Liquified Natural Gas,230,49,0.66,2
2024-01-25,Container Ship,32848,385,,,,7175.0,Feedermax Ships,Electronics,326,15,0.74,18
2021-12-25,Container Ship,23745,242,,,,6149.0,Post-Panamax Ships,Consumer Goods,149,56,0.64,6
2022-09-22,Container Ship,28539,100,,,,7972.0,Feedermax Ships,Electronics,192,44,0.64,18
2021-09-01,LNG Carrier,35789,278,102749.0,,,,Typical LNG Carrier,Liquified Natural Gas,258,42,0.74,16
2021-09-06,Bulk Carrier,29230,207,,,164875.0,,Capesize,Coal,249,58,0.64,14
2022-07-11,Tanker,40086,88,,,139213.0,,Suezmax,Refined Products,143,62,0.64,7
2024-01-10,Tanker,42734,111,,,335703.0,,LR2,Refined Products,344,59,0.61,15
2023-08-02,LNG Carrier,31890,200,133252.0,,,,Typical LNG Carrier,Liquified Natural Gas,270,50,0.56,6
2021-12-29,LPG Carrier,20550,284,,16196.0,,,Typical LPG Carrier,Liquified Petroleum Gas,134,40,0.53,4
2023-11-04,Bulk Carrier,16145,92,,,76899.0,,Handymax/Supramax,Grain,248,28,0.64,17
2023-12-17,Tanker,20413,81,,,298446.0,,Aframax,Crude Oil,84,22,0.77,1
2023-07-21,Bulk Carrier,10207,141,,,96557.0,,Handymax/Supramax,Coal,284,40,0.78,5
2021-04-02,Bulk Carrier,13956,392,,,121077.0,,Capesize,Coal,188,51,0.53,18
2021-10-07,LNG Carrier,34810,405,111424.0,,,,Typical LNG Carrier,Liquified Natural Gas,271,45,0.56,10
2023-03-18,Bulk Carrier,13845,389,,,35544.0,,Handysize,Grain,156,51,0.76,7
2021-10-01,LNG Carrier,45207,336,114535.0,,,,Typical LNG Carrier,Liquified Natural Gas,294,45,0.73,1
2023-12-13,LNG Carrier,40137,193,122385.0,,,,Typical LNG Carrier,Liquified Natural Gas,298,45,0.55,14
2021-07-31,LPG Carrier,39186,295,,25487.0,,,Typical LPG Carrier,Liquified Petroleum Gas,189,28,0.61,2
2021-02-02,LNG Carrier,26125,280,115929.0,,,,Typical LNG Carrier,Liquified Natural Gas,251,40,0.65,10
2022-12-10,LPG Carrier,21701,230,,55644.0,,,Typical LPG Carrier,Liquified Petroleum Gas,120,34,0.76,18
2023-10-17,Tanker,36614,182,,,397446.0,,ULCC,Refined Products,245,59,0.57,2
2021-11-11,Tanker,15829,325,,,369292.0,,Handysize,Crude Oil,344,25,0.62,12
2022-02-07,LPG Carrier,26090,306,,68865.0,,,Typical LPG Carrier,Liquified Petroleum Gas,199,22,0.52,14
2022-01-04,Tanker,32830,196,,,59753.0,,Panamax,Crude Oil,165,45,0.54,11
2022-06-03,Container Ship,26074,361,,,,6626.0,Post-Panamax Ships,Chemicals,70,39,0.61,1
2023-07-14,Container Ship,15667,273,,,,8847.0,Panamax Ships,Electronics,356,17,0.64,14
2023-03-24,Bulk Carrier,16649,342,,,23171.0,,Panamax,Iron Ore,151,27,0.72,15
2021-12-04,Bulk Carrier,16574,294,,,18706.0,,Capesize,Iron Ore,233,44,0.76,3
2024-01-21,LPG Carrier,32048,380,,28755.0,,,Typical LPG Carrier,Liquified Petroleum Gas,112,40,0.62,11
2022-09-07,Container Ship,20600,65,,,,12667.0,Feeder Ships,Electronics,274,18,0.57,14
2021-10-05,LPG Carrier,38879,338,,30516.0,,,Typical LPG Carrier,Liquified Petroleum Gas,148,31,0.78,7
2022-10-17,LNG Carrier,27474,154,114731.0,,,,Typical LNG Carrier,Liquified Natural Gas,289,49,0.7,11
2023-06-16,LNG Carrier,31471,161,105340.0,,,,Typical LNG Carrier,Liquified Natural Gas,211,42,0.63,4
2022-06-10,LPG Carrier,38816,247,,54228.0,,,Typical LPG Carrier,Liquified Petroleum Gas,205,37,0.59,17
2021-05-21,LPG Carrier,36650,448,,33295.0,,,Typical LPG Carrier,Liquified Petroleum Gas,192,35,0.72,17
2023-02-05,Tanker,47009,331,,,84628.0,,Aframax,Crude Oil,234,55,0.79,4
2023-09-26,Bulk Carrier,14706,402,,,155827.0,,Capesize,Grain,143,24,0.64,4
2021-06-28,Container Ship,24784,335,,,,4501.0,Post-Panamax Ships,Apparel,152,45,0.58,11
2021-11-23,LPG Carrier,41225,334,,62478.0,,,Typical LPG Carrier,Liquified Petroleum Gas,145,27,0.79,12
2021-05-28,Tanker,20440,448,,,239642.0,,Panamax,Crude Oil,236,41,0.71,12
2023-12-24,Bulk Carrier,27416,377,,,168441.0,,Handysize,Coal,134,41,0.64,5
2022-02-01,LNG Carrier,29945,161,145691.0,,,,Typical LNG Carrier,Liquified Natural Gas,227,48,0.57,2
2022-01-26,LNG Carrier,46462,325,130370.0,,,,Typical LNG Carrier,Liquified Natural Gas,280,48,0.58,11
2022-07-16,Container Ship,15856,391,,,,3717.0,Panamax Ships,Chemicals,204,20,0.77,9
2022-03-13,LPG Carrier,31290,123,,67050.0,,,Typical LPG Carrier,Liquified Petroleum Gas,221,38,0.72,7
2022-06-07,Container Ship,17022,173,,,,12674.0,New Panamax (Neo-Panamax) Ships,Consumer Goods,330,60,0.55,17
2022-05-11,Container Ship,30768,198,,,,5058.0,Panamax Ships,Apparel,390,34,0.77,7
2022-04-16,Bulk Carrier,26549,238,,,38105.0,,Capesize,Iron Ore,255,49,0.72,6
2022-04-21,LNG Carrier,27939,263,135919.0,,,,Typical LNG Carrier,Liquified Natural Gas,267,42,0.74,8
2021-12-12,LPG Carrier,38360,400,,21004.0,,,Typical LPG Carrier,Liquified Petroleum Gas,184,34,0.55,5
2023-05-08,Bulk Carrier,29071,416,,,192482.0,,Handymax/Supramax,Iron Ore,181,22,0.77,16
2022-06-24,LNG Carrier,35938,323,134662.0,,,,Typical LNG Carrier,Liquified Natural Gas,258,45,0.74,16
2023-09-28,LNG Carrier,44153,152,129298.0,,,,Typical LNG Carrier,Liquified Natural Gas,270,50,0.8,4
2024-01-01,Container Ship,27424,227,,,,3097.0,New Panamax (Neo-Panamax) Ships,Chemicals,392,32,0.74,15
2023-02-01,LNG Carrier,35567,379,111932.0,,,,Typical LNG Carrier,Liquified Natural Gas,284,46,0.77,4
2021-06-18,Container Ship,22624,297,,,,4523.0,Panamax Ships,Consumer Goods,339,49,0.62,9
2022-04-12,LNG Carrier,58151,377,118705.0,,,,Typical LNG Carrier,Liquified Natural Gas,213,49,0.59,12
2023-12-07,LPG Carrier,34693,412,,19369.0,,,Typical LPG Carrier,Liquified Petroleum Gas,196,15,0.53,8
2021-08-30,Container Ship,12108,210,,,,6258.0,Feeder Ships,Machinery,142,42,0.53,17
2023-01-13,Bulk Carrier,27454,256,,,193588.0,,Handymax/Supramax,Coal,149,31,0.7,3
2023-04-02,Bulk Carrier,21340,244,,,53731.0,,Handymax/Supramax,Coal,137,49,0.52,7
2023-11-30,Container Ship,27685,239,,,,12273.0,Panamax Ships,Consumer Goods,250,40,0.69,18
2023-03-21,LNG Carrier,32235,167,109277.0,,,,Typical LNG Carrier,Liquified Natural Gas,295,45,0.79,11
2021-05-26,LPG Carrier,32851,297,,27162.0,,,Typical LPG Carrier,Liquified Petroleum Gas,206,21,0.6,14
2021-06-21,LPG Carrier,32235,228,,50104.0,,,Typical LPG Carrier,Liquified Petroleum Gas,201,29,0.72,13
2021-06-28,Container Ship,24221,419,,,,5176.0,New Panamax (Neo-Panamax) Ships,Machinery,136,26,0.7,9
2022-09-26,Container Ship,29448,382,,,,11231.0,Post-Panamax Ships,Electronics,133,50,0.64,8
2022-03-23,Bulk Carrier,28372,46,,,137407.0,,Capesize,Iron Ore,126,36,0.67,14
2021-06-15,LNG Carrier,54245,209,101369.0,,,,Typical LNG Carrier,Liquified Natural Gas,250,48,0.57,16
2021-02-26,LPG Carrier,35164,385,,28615.0,,,Typical LPG Carrier,Liquified Petroleum Gas,144,33,0.8,15
2022-11-14,Tanker,40757,188,,,96681.0,,LR1,Refined Products,225,23,0.7,2
2022-08-17,LNG Carrier,35198,314,111845.0,,,,Typical LNG Carrier,Liquified Natural Gas,225,44,0.72,12
2023-07-10,LPG Carrier,21695,385,,73310.0,,,Typical LPG Carrier,Liquified Petroleum Gas,217,33,0.69,12
2023-04-10,Bulk Carrier,15942,110,,,57041.0,,Panamax,Iron Ore,159,56,0.73,13
2023-10-04,LNG Carrier,27867,239,147342.0,,,,Typical LNG Carrier,Liquified Natural Gas,234,46,0.56,11
2023-02-06,LPG Carrier,38470,96,,57079.0,,,Typical LPG Carrier,Liquified Petroleum Gas,224,19,0.8,14
2022-05-25,LPG Carrier,24428,201,,6341.0,,,Typical LPG Carrier,Liquified Petroleum Gas,213,36,0.52,15
2021-01-13,LNG Carrier,35959,130,115695.0,,,,Typical LNG Carrier,Liquified Natural Gas,237,40,0.73,1
2021-04-17,LPG Carrier,33201,233,,16172.0,,,Typical LPG Carrier,Liquified Petroleum Gas,165,24,0.55,18
2021-03-17,LPG Carrier,36896,363,,13858.0,,,Typical LPG Carrier,Liquified Petroleum Gas,151,19,0.59,12
2021-01-18,LNG Carrier,55403,109,125962.0,,,,Typical LNG Carrier,Liquified Natural Gas,214,46,0.74,18
2022-01-04,Bulk Carrier,10949,433,,,192652.0,,Handysize,Coal,170,33,0.7,8
2023-03-10,Bulk Carrier,26978,370,,,40608.0,,Handysize,Coal,238,50,0.53,1
2023-11-26,LNG Carrier,41703,333,113354.0,,,,Typical LNG Carrier,Liquified Natural Gas,247,50,0.51,4
2023-12-12,Bulk Carrier,15732,145,,,96230.0,,Capesize,Iron Ore,139,54,0.67,13
2022-11-12,LPG Carrier,34469,433,,63458.0,,,Typical LPG Carrier,Liquified Petroleum Gas,206,40,0.62,8
