Charter Date,Vessel Type,Charter Price ($/day),Duration (days),LNG Capacity (m),LPG Capacity (m),Cargo Capacity (DWT),Container Capacity (TEU),Size Category,Cargo Type,Vessel Length (m),Vessel breadth (m),Fuel Cost ($/liter),Age_of_Vess
2022-11-20,LNG Carrier,34357,260,133998.0,,,,Typical LNG Carrier,Liquified Natural Gas,208,43,0.66,10
2021-07-26,Bulk Carrier,17866,63,,,172679.0,,Panamax,Coal,154,57,0.72,10
2023-09-02,LNG Carrier,40368,399,106423.0,,,,Typical LNG Carrier,Liquified Natural Gas,202,41,0.68,10
2022-08-07,LPG Carrier,31410,307,,47008.0,,,Typical LPG Carrier,Liquified Petroleum Gas,159,24,0.66,11
2022-03-29,LPG Carrier,29133,336,,51264.0,,,Typical LPG Carrier,Liquified Petroleum Gas,214,22,0.72,2
2022-11-04,Tanker,37663,382,,,324408.0,,LR1,Refined Products,102,24,0.78,7
2021-06-10,Container Ship,10426,166,,,,10416.0,Feedermax Ships,Apparel,283,23,0.71,4
2021-07-05,Bulk Carrier,17929,61,,,188124.0,,Handysize,Grain,248,30,0.7,16
2023-03-13,Tanker,45206,310,,,317120.0,,Panamax,Crude Oil,181,49,0.6,8
2023-12-07,Bulk Carrier,21247,228,,,193418.0,,Handysize,Grain,156,56,0.63,10
2023-04-17,LPG Carrier,27673,376,,38167.0,,,Typical LPG Carrier,Liquified Petroleum Gas,150,32,0.67,10
2021-02-28,LPG Carrier,39692,280,,47903.0,,,Typical LPG Carrier,Liquified Petroleum Gas,230,29,0.59,15
2023-04-20,Container Ship,34988,265,,,,4902.0,New Panamax (Neo-Panamax) Ships,Electronics,141,48,0.76,16
2022-07-13,Container Ship,29719,403,,,,5612.0,New Panamax (Neo-Panamax) Ships,Machinery,388,31,0.68,12
2022-08-06,Bulk Carrier,16475,136,,,99138.0,,Panamax,Grain,161,24,0.54,16
2023-05-22,Container Ship,17201,130,,,,6703.0,New Panamax (Neo-Panamax) Ships,Machinery,286,54,0.6,6
2023-02-21,LNG Carrier,33004,181,140177.0,,,,Typical LNG Carrier,Liquified Natural Gas,265,44,0.58,15
2021-12-05,Tanker,37427,434,,,298944.0,,LR1,Refined Products,137,60,0.74,15
2021-05-23,LPG Carrier,32751,297,,49768.0,,,Typical LPG Carrier,Liquified Petroleum Gas,214,20,0.53,1
2022-02-09,Bulk Carrier,17370,87,,,162424.0,,Panamax,Grain,258,23,0.51,18
2021-09-03,Bulk Carrier,11008,201,,,62417.0,,Capesize,Grain,178,56,0.77,11
2022-07-23,Container Ship,12642,180,,,,10434.0,Post-Panamax Ships,Apparel,220,45,0.5,6
2022-08-05,Bulk Carrier,25012,347,,,88072.0,,Handysize,Iron Ore,204,27,0.69,5
2021-12-29,Tanker,46667,257,,,123615.0,,LR2,Refined Products,106,26,0.73,9
2023-01-06,Bulk Carrier,13147,382,,,61892.0,,Capesize,Iron Ore,128,60,0.66,1
2023-08-11,LNG Carrier,56576,52,126985.0,,,,Typical LNG Carrier,Liquified Natural Gas,292,45,0.61,4
2022-09-30,LNG Carrier,31817,227,114164.0,,,,Typical LNG Carrier,Liquified Natural Gas,274,45,0.56,15
2021-05-18,Tanker,32375,438,,,74968.0,,Suezmax,Crude Oil,308,33,0.74,15
2022-12-08,Container Ship,34944,103,,,,13158.0,Feedermax Ships,Apparel,172,21,0.56,15
2023-09-18,Tanker,25414,369,,,326031.0,,ULCC,Refined Products,278,37,0.56,6
2022-07-25,Tanker,15890,116,,,356839.0,,LR1,Refined Products,138,26,0.66,4
2022-01-20,LNG Carrier,39229,364,101604.0,,,,Typical LNG Carrier,Liquified Natural Gas,239,44,0.58,1
2023-05-15,LNG Carrier,38553,137,107180.0,,,,Typical LNG Carrier,Liquified Natural Gas,263,48,0.5,16
2022-01-14,LNG Carrier,33531,332,130917.0,,,,Typical LNG Carrier,Liquified Natural Gas,239,41,0.6,11
2022-08-27,LPG Carrier,23533,295,,43263.0,,,Typical LPG Carrier,Liquified Petroleum Gas,101,21,0.58,18
2022-02-22,Tanker,21955,279,,,225650.0,,LR2,Crude Oil,235,55,0.65,8
2022-05-23,LPG Carrier,30032,402,,20334.0,,,Typical LPG Carrier,Liquified Petroleum Gas,115,31,0.66,16
2024-01-20,LNG Carrier,30198,357,128060.0,,,,Typical LNG Carrier,Liquified Natural Gas,201,46,0.73,16
2022-06-30,Tanker,25707,291,,,168162.0,,Panamax,Crude Oil,138,39,0.72,18
2021-10-15,Tanker,32703,233,,,54561.0,,VLCC,Refined Products,193,24,0.61,12
2022-06-27,Container Ship,32903,281,,,,7601.0,Feeder Ships,Machinery,347,40,0.58,3
2024-01-05,LPG Carrier,30222,325,,64965.0,,,Typical LPG Carrier,Liquified Petroleum Gas,148,19,0.64,12
2022-12-04,LNG Carrier,32381,94,126771.0,,,,Typical LNG Carrier,Liquified Natural Gas,232,48,0.73,16
2021-03-21,Bulk Carrier,12711,312,,,70636.0,,Handymax/Supramax,Grain,140,44,0.65,9
2021-02-20,Bulk Carrier,21585,62,,,166557.0,,Panamax,Grain,190,51,0.58,13
2021-08-17,Container Ship,29071,314,,,,10361.0,Feedermax Ships,Machinery,101,33,0.53,2
2022-11-17,Bulk Carrier,26714,105,,,81620.0,,Handysize,Grain,249,58,0.79,14
2022-05-15,Tanker,33039,132,,,61430.0,,MR,Crude Oil,327,51,0.73,16
2022-06-29,LNG Carrier,42765,263,141525.0,,,,Typical LNG Carrier,Liquified Natural Gas,254,47,0.72,10
2022-11-23,LPG Carrier,38098,138,,78093.0,,,Typical LPG Carrier,Liquified Petroleum Gas,192,31,0.52,1
2022-08-08,LPG Carrier,26959,138,,16974.0,,,Typical LPG Carrier,Liquified Petroleum Gas,165,18,0.7,5
2021-05-20,LNG Carrier,46979,177,105037.0,,,,Typical LNG Carrier,Liquified Natural Gas,211,45,0.73,9
2022-02-03,LPG Carrier,28583,409,,43876.0,,,Typical LPG Carrier,Liquified Petroleum Gas,190,18,0.5,14
2022-09-02,Container Ship,18710,183,,,,11220.0,Feedermax Ships,Electronics,380,60,0.67,7
2021-11-02,LPG Carrier,39970,138,,25546.0,,,Typical LPG Carrier,Liquified Petroleum Gas,159,17,0.67,7
2021-08-26,LNG Carrier,40335,339,129087.0,,,,Typical LNG Carrier,Liquified Natural Gas,265,49,0.64,13
2022-12-14,Tanker,26011,364,,,334946.0,,LR2,Refined Products,134,26,0.69,2
2022-06-30,Bulk Carrier,28279,81,,,59844.0,,Handysize,Coal,280,53,0.79,16
2021-07-27,LPG Carrier,30779,417,,5324.0,,,Typical LPG Carrier,Liquified Petroleum Gas,148,39,0.59,18
2022-02-07,Bulk Carrier,29055,412,,,187691.0,,Capesize,Iron Ore,179,50,0.57,4
2023-05-14,LPG Carrier,36186,282,,6471.0,,,Typical LPG Carrier,Liquified Petroleum Gas,197,29,0.58,16
2022-06-23,Bulk Carrier,28307,181,,,65775.0,,Handymax/Supramax,Iron Ore,218,51,0.55,12
2021-03-04,Tanker,25032,375,,,172934.0,,LR2,Crude Oil,223,23,0.57,9
2023-07-28,LPG Carrier,32212,358,,26062.0,,,Typical LPG Carrier,Liquified Petroleum Gas,208,37,0.58,7
2023-08-20,LNG Carrier,50502,47,114496.0,,,,Typical LNG Carrier,Liquified Natural Gas,293,42,0.53,9
2023-03-29,Container Ship,22920,400,,,,3343.0,New Panamax (Neo-Panamax) Ships,Chemicals,173,36,0.77,2
2021-07-08,LNG Carrier,54007,109,120011.0,,,,Typical LNG Carrier,Liquified Natural Gas,298,45,0.56,3
2021-06-23,Bulk Carrier,14166,206,,,19636.0,,Capesize,Coal,228,29,0.59,5
2023-07-15,Container Ship,17028,323,,,,3890.0,Feedermax Ships,Machinery,70,56,0.65,18
2021-07-23,LNG Carrier,56135,235,146152.0,,,,Typical LNG Carrier,Liquified Natural Gas,236,45,0.55,5
2023-01-22,LNG Carrier,55090,394,139094.0,,,,Typical LNG Carrier,Liquified Natural Gas,205,43,0.72,9
2022-04-19,LNG Carrier,54397,50,135035.0,,,,Typical LNG Carrier,Liquified Natural Gas,249,43,0.53,12
2024-01-26,LNG Carrier,52083,262,135493.0,,,,Typical LNG Carrier,Liquified Natural Gas,255,40,0.63,1
2022-01-06,Container Ship,11101,385,,,,10693.0,Feedermax Ships,Electronics,390,53,0.55,8
2022-12-25,LPG Carrier,39588,90,,79686.0,,,Typical LPG Carrier,Liquified Petroleum Gas,167,39,0.67,4
2023-10-19,Container Ship,12063,110,,,,9669.0,New Panamax (Neo-Panamax) Ships,Machinery,222,27,0.5,1
2021-01-15,Bulk Carrier,16522,248,,,72909.0,,Handysize,Coal,278,35,0.8,13
2023-07-24,LNG Carrier,52271,207,106737.0,,,,Typical LNG Carrier,Liquified Natural Gas,236,44,0.63,10
2023-08-27,Container Ship,28044,317,,,,9140.0,Feeder Ships,Machinery,136,30,0.51,11
2023-07-01,Bulk Carrier,25916,401,,,109684.0,,Capesize,Grain,231,21,0.59,14
2023-06-03,Tanker,26388,174,,,203790.0,,Suezmax,Refined Products,312,25,0.6,13
2021-10-06,LNG Carrier,38851,247,108254.0,,,,Typical LNG Carrier,Liquified Natural Gas,234,42,0.78,10
2023-04-19,Container Ship,24127,124,,,,8790.0,Feedermax Ships,Machinery,296,48,0.6,17
2022-06-19,Tanker,26589,303,,,336916.0,,Suezmax,Crude Oil,254,58,0.73,15
2022-04-27,Tanker,40250,167,,,142007.0,,LR2,Refined Products,158,30,0.75,15
2022-07-17,Bulk Carrier,18173,297,,,41230.0,,Capesize,Iron Ore,236,41,0.77,7
2023-07-22,LPG Carrier,24391,219,,9795.0,,,Typical LPG Carrier,Liquified Petroleum Gas,226,30,0.68,8
2022-12-25,LPG Carrier,35354,302,,41869.0,,,Typical LPG Carrier,Liquified Petroleum Gas,177,21,0.72,4
2023-10-03,Container Ship,29598,111,,,,9146.0,Panamax Ships,Electronics,128,59,0.61,17
2021-06-04,LPG Carrier,39491,127,,57078.0,,,Typical LPG Carrier,Liquified Petroleum Gas,136,16,0.75,4
2023-03-31,LPG Carrier,23863,98,,52265.0,,,Typical LPG Carrier,Liquified Petroleum Gas,191,14,0.65,1
2022-09-06,LPG Carrier,30792,355,,24081.0,,,Typical LPG Carrier,Liquified Petroleum Gas,158,37,0.54,3
2021-02-12,LNG Carrier,42269,449,143480.0,,,,Typical LNG Carrier,Liquified Natural Gas,214,50,0.78,10
2023-06-07,LNG Carrier,41519,129,146503.0,,,,Typical LNG Carrier,Liquified Natural Gas,264,42,0.78,17
2021-05-13,Container Ship,29188,236,,,,9344.0,New Panamax (Neo-Panamax) Ships,Chemicals,399,39,0.51,14
2021-12-13,LNG Carrier,35477,223,126875.0,,,,Typical LNG Carrier,Liquified Natural Gas,215,40,0.64,18
2021-12-30,LPG Carrier,33475,252,,24011.0,,,Typical LPG Carrier,Liquified Petroleum Gas,217,24,0.75,2
2021-10-21,Bulk Carrier,16555,70,,,162153.0,,Handymax/Supramax,Coal,249,53,0.71,1
2021-04-18,LNG Carrier,33277,232,110589.0,,,,Typical LNG Carrier,Liquified Natural Gas,264,45,0.62,2
2022-10-12,Container Ship,24263,411,,,,6134.0,Panamax Ships,Electronics,254,30,0.66,2
2024-01-23,Tanker,32866,298,,,168581.0,,Handysize,Crude Oil,314,50,0.63,1
2024-01-14,Tanker,32290,114,,,162837.0,,LR2,Refined Products,132,58,0.54,10
2022-01-28,LPG Carrier,25770,450,,78519.0,,,Typical LPG Carrier,Liquified Petroleum Gas,153,16,0.58,2
2022-03-21,LNG Carrier,36327,75,144175.0,,,,Typical LNG Carrier,Liquified Natural Gas,233,41,0.56,3
2022-12-12,LNG Carrier,45223,123,130149.0,,,,Typical LNG Carrier,Liquified Natural Gas,221,48,0.56,17
2022-10-28,Bulk Carrier,17849,124,,,43466.0,,Handysize,Iron Ore,147,39,0.64,9
2022-11-06,Container Ship,13328,100,,,,6342.0,Panamax Ships,Electronics,212,51,0.66,2
2022-08-24,Bulk Carrier,12952,445,,,139918.0,,Handysize,Coal,136,44,0.59,3
2023-01-23,LNG Carrier,46420,350,109050.0,,,,Typical LNG Carrier,Liquified Natural Gas,233,46,0.51,13
2022-08-11,Container Ship,25903,376,,,,13456.0,New Panamax (Neo-Panamax) Ships,Electronics,137,38,0.73,6
2022-08-16,Container Ship,30127,373,,,,4786.0,Feeder Ships,Apparel,122,50,0.61,14
2022-08-20,LPG Carrier,23585,130,,52674.0,,,Typical LPG Carrier,Liquified Petroleum Gas,145,33,0.78,2
2021-05-13,LNG Carrier,56817,68,108915.0,,,,Typical LNG Carrier,Liquified Natural Gas,240,44,0.71,2
2023-05-03,Container Ship,11670,104,,,,8714.0,New Panamax (Neo-Panamax) Ships,Electronics,295,51,0.5,1
2021-07-28,Tanker,49805,247,,,146421.0,,LR1,Refined Products,280,31,0.72,3
2023-05-28,Container Ship,26683,383,,,,13096.0,Panamax Ships,Chemicals,308,14,0.5,8
2021-12-21,Container Ship,12732,323,,,,5116.0,New Panamax (Neo-Panamax) Ships,Apparel,91,52,0.71,5
2021-11-23,Bulk Carrier,21763,193,,,93001.0,,Panamax,Coal,228,32,0.59,5
2021-10-31,Bulk Carrier,16927,346,,,130791.0,,Panamax,Grain,244,47,0.59,7
2023-04-17,Container Ship,19246,404,,,,4318.0,Feeder Ships,Consumer Goods,150,27,0.66,11
2022-05-31,Container Ship,14876,447,,,,10038.0,Panamax Ships,Electronics,100,57,0.77,18
2022-07-11,LNG Carrier,25938,164,141898.0,,,,Typical LNG Carrier,Liquified Natural Gas,215,45,0.65,9
2023-11-30,Bulk Carrier,11392,260,,,122868.0,,Panamax,Coal,103,22,0.54,18
2022-04-29,Container Ship,19063,374,,,,7824.0,Panamax Ships,Electronics,126,14,0.57,15
2022-01-20,LPG Carrier,37037,383,,67130.0,,,Typical LPG Carrier,Liquified Petroleum Gas,186,16,0.72,17
2021-05-20,Container Ship,32114,257,,,,6138.0,New Panamax (Neo-Panamax) Ships,Machinery,392,56,0.61,18
2021-03-13,Tanker,24221,267,,,335026.0,,Suezmax,Refined Products,344,49,0.63,9
2023-12-11,Bulk Carrier,12743,148,,,110304.0,,Handysize,Grain,286,48,0.62,3
2023-12-07,Container Ship,11528,303,,,,6587.0,Panamax Ships,Machinery,345,36,0.68,15
2023-09-20,Tanker,34772,256,,,294249.0,,MR,Refined Products,211,23,0.73,8
2023-04-20,LNG Carrier,27534,208,109710.0,,,,Typical LNG Carrier,Liquified Natural Gas,255,42,0.54,14
2021-08-20,LNG Carrier,53245,123,139509.0,,,,Typical LNG Carrier,Liquified Natural Gas,272,44,0.56,16
2022-03-31,Bulk Carrier,16966,115,,,18659.0,,Panamax,Coal,276,27,0.78,1
2023-08-12,Tanker,23207,152,,,324670.0,,LR2,Refined Products,262,58,0.77,7
2021-01-24,Container Ship,13100,48,,,,5466.0,Panamax Ships,Consumer Goods,197,56,0.69,12
2023-06-13,Tanker,44908,332,,,383465.0,,Panamax,Crude Oil,200,54,0.52,12
2022-03-08,LPG Carrier,26500,239,,19669.0,,,Typical LPG Carrier,Liquified Petroleum Gas,172,36,0.52,7
2023-11-22,LNG Carrier,27955,58,128991.0,,,,Typical LNG Carrier,Liquified Natural Gas,210,42,0.57,3
2023-02-09,LPG Carrier,30627,82,,18837.0,,,Typical LPG Carrier,Liquified Petroleum Gas,190,22,0.57,8
2022-04-20,Bulk Carrier,19475,104,,,162041.0,,Handymax/Supramax,Iron Ore,262,43,0.76,9
2021-05-21,LPG Carrier,36117,334,,44894.0,,,Typical LPG Carrier,Liquified Petroleum Gas,222,39,0.56,8
2022-11-10,Container Ship,18173,213,,,,8786.0,Panamax Ships,Consumer Goods,174,33,0.68,16
2022-09-28,LNG Carrier,44728,77,107977.0,,,,Typical LNG Carrier,Liquified Natural Gas,211,45,0.79,6
2021-03-13,Bulk Carrier,10823,294,,,115331.0,,Capesize,Iron Ore,129,45,0.53,3
2022-06-10,Tanker,23148,408,,,101565.0,,Panamax,Refined Products,166,62,0.79,6
2022-11-18,Container Ship,30414,243,,,,8814.0,Panamax Ships,Consumer Goods,361,32,0.74,15
2021-11-23,LPG Carrier,25992,153,,47423.0,,,Typical LPG Carrier,Liquified Petroleum Gas,211,39,0.79,6
2021-06-14,Tanker,34532,251,,,309505.0,,Panamax,Refined Products,258,51,0.7,14
2022-03-14,Container Ship,15838,272,,,,7945.0,Feedermax Ships,Apparel,218,16,0.57,17
2021-10-09,Bulk Carrier,26549,222,,,36782.0,,Panamax,Iron Ore,218,54,0.53,12
2021-01-20,Container Ship,28597,316,,,,9468.0,Panamax Ships,Chemicals,81,19,0.57,18
2021-05-10,LNG Carrier,54681,120,148836.0,,,,Typical LNG Carrier,Liquified Natural Gas,224,49,0.79,13
2023-11-01,LPG Carrier,34936,446,,78729.0,,,Typical LPG Carrier,Liquified Petroleum Gas,191,22,0.61,12
2022-12-31,Tanker,40076,246,,,53466.0,,VLCC,Crude Oil,350,34,0.53,13
2022-05-07,Tanker,31072,260,,,323690.0,,VLCC,Refined Products,232,60,0.73,9
2024-01-14,Tanker,47048,168,,,132719.0,,MR,Crude Oil,245,46,0.7,5
2021-11-27,Container Ship,33386,413,,,,3301.0,Post-Panamax Ships,Machinery,156,59,0.75,12
2021-09-14,LPG Carrier,26047,268,,41555.0,,,Typical LPG Carrier,Liquified Petroleum Gas,152,38,0.74,4
2021-08-10,Container Ship,15747,251,,,,13763.0,Feeder Ships,Machinery,365,43,0.52,6
2022-08-24,Tanker,15686,156,,,142127.0,,Suezmax,Refined Products,94,49,0.6,9
2021-05-08,LPG Carrier,39653,110,,17604.0,,,Typical LPG Carrier,Liquified Petroleum Gas,149,40,0.65,11
2022-06-10,Tanker,43857,371,,,135622.0,,LR2,Crude Oil,297,37,0.77,5
2021-10-25,LNG Carrier,42058,149,148170.0,,,,Typical LNG Carrier,Liquified Natural Gas,227,47,0.68,18
2021-02-02,LNG Carrier,49862,333,125251.0,,,,Typical LNG Carrier,Liquified Natural Gas,269,47,0.75,4
2021-04-23,Tanker,47572,89,,,327927.0,,LR1,Refined Products,203,63,0.7,7
2021-04-08,LNG Carrier,26333,444,123019.0,,,,Typical LNG Carrier,Liquified Natural Gas,219,40,0.56,12
2021-04-14,LPG Carrier,37517,148,,51378.0,,,Typical LPG Carrier,Liquified Petroleum Gas,230,37,0.79,10
2023-10-29,Bulk Carrier,26959,97,,,90548.0,,Handysize,Coal,256,49,0.53,18
2021-06-08,LPG Carrier,24679,415,,27020.0,,,Typical LPG Carrier,Liquified Petroleum Gas,204,25,0.53,11
2021-10-17,Tanker,36682,203,,,52253.0,,VLCC,Crude Oil,281,23,0.73,9
2021-11-19,Tanker,30973,259,,,132332.0,,ULCC,Crude Oil,279,63,0.7,6
2022-01-14,LNG Carrier,39554,184,149695.0,,,,Typical LNG Carrier,Liquified Natural Gas,210,43,0.74,10
2022-01-31,Bulk Carrier,18250,53,,,154067.0,,Handymax/Supramax,Grain,118,33,0.75,16
2021-01-21,Container Ship,30781,308,,,,6184.0,Post-Panamax Ships,Electronics,247,37,0.73,3
2021-05-18,LNG Carrier,57407,93,105422.0,,,,Typical LNG Carrier,Liquified Natural Gas,240,40,0.75,9
2022-08-01,LNG Carrier,43645,110,103582.0,,,,Typical LNG Carrier,Liquified Natural Gas,250,49,0.62,1
2022-09-14,LPG Carrier,31980,49,,16898.0,,,Typical LPG Carrier,Liquified Petroleum Gas,183,33,0.78,5
2022-02-21,LPG Carrier,32217,232,,48386.0,,,Typical LPG Carrier,Liquified Petroleum Gas,175,19,0.74,9
2022-04-26,Tanker,32013,375,,,58556.0,,LR1,Crude Oil,216,24,0.78,18
2023-07-10,Tanker,41002,104,,,83990.0,,Handysize,Crude Oil,191,62,0.57,3
2022-08-03,Bulk Carrier,11895,166,,,195816.0,,Handymax/Supramax,Grain,184,43,0.66,2
2023-08-08,LNG Carrier,40822,139,100361.0,,,,Typical LNG Carrier,Liquified Natural Gas,272,47,0.75,15
2022-08-31,LPG Carrier,26931,311,,36845.0,,,Typical LPG Carrier,Liquified Petroleum Gas,147,16,0.63,17
2022-08-08,LNG Carrier,33465,447,113637.0,,,,Typical LNG Carrier,Liquified Natural Gas,207,43,0.62,18
2022-05-16,Tanker,31781,237,,,357956.0,,Suezmax,Refined Products,299,47,0.67,9
2022-10-02,Container Ship,23638,354,,,,10698.0,Panamax Ships,Consumer Goods,366,33,0.51,3
2022-03-13,Bulk Carrier,23157,217,,,146637.0,,Handysize,Iron Ore,148,50,0.51,8
2021-02-17,Bulk Carrier,26308,220,,,190117.0,,Capesize,Iron Ore,273,49,0.61,9
2022-10-21,Bulk Carrier,27746,224,,,56446.0,,Capesize,Grain,104,57,0.54,8
2021-10-28,Container Ship,29605,99,,,,10270.0,Feeder Ships,Electronics,297,37,0.57,18
2022-01-09,LNG Carrier,46022,201,148923.0,,,,Typical LNG Carrier,Liquified Natural Gas,215,47,0.63,4
2022-08-08,LPG Carrier,34838,264,,8823.0,,,Typical LPG Carrier,Liquified Petroleum Gas,156,19,0.65,12
2023-08-05,Bulk Carrier,18608,172,,,59995.0,,Panamax,Coal,185,39,0.52,7
2021-12-26,LPG Carrier,40011,87,,79840.0,,,Typical LPG Carrier,Liquified Petroleum Gas,205,20,0.58,14
2022-04-23,LNG Carrier,49214,232,144255.0,,,,Typical LNG Carrier,Liquified Natural Gas,237,45,0.71,15
2022-05-16,Bulk Carrier,29401,244,,,69569.0,,Handysize,Grain,139,36,0.59,1
2022-09-30,Bulk Carrier,21500,411,,,155444.0,,Panamax,Iron Ore,201,50,0.69,5
2023-11-18,Tanker,30222,185,,,74520.0,,MR,Refined Products,225,32,0.73,7
2022-11-09,Container Ship,14015,395,,,,13119.0,New Panamax (Neo-Panamax) Ships,Machinery,278,33,0.54,6
2021-10-10,Tanker,38785,442,,,208347.0,,Handysize,Refined Products,84,39,0.53,7
2023-08-20,LNG Carrier,34776,253,131290.0,,,,Typical LNG Carrier,Liquified Natural Gas,248,49,0.59,12
2023-05-14,LNG Carrier,42358,365,130445.0,,,,Typical LNG Carrier,Liquified Natural Gas,264,40,0.58,10
2023-10-22,Container Ship,16386,326,,,,7026.0,Feedermax Ships,Chemicals,100,28,0.68,17
2022-08-12,LPG Carrier,21623,161,,9477.0,,,Typical LPG Carrier,Liquified Petroleum Gas,223,25,0.77,16
2022-07-24,Tanker,34717,105,,,395304.0,,Handysize,Refined Products,193,52,0.54,12
2022-10-27,LPG Carrier,26776,232,,23516.0,,,Typical LPG Carrier,Liquified Petroleum Gas,157,18,0.67,18
2021-10-08,Container Ship,11853,264,,,,13315.0,Panamax Ships,Machinery,376,28,0.68,13
2022-09-01,Container Ship,24691,290,,,,6685.0,Feeder Ships,Electronics,373,57,0.52,15
2022-02-01,Bulk Carrier,24197,173,,,195573.0,,Capesize,Grain,238,29,0.78,11
2023-03-23,LNG Carrier,35369,319,147249.0,,,,Typical LNG Carrier,Liquified Natural Gas,226,48,0.58,9
2022-05-24,Container Ship,15247,417,,,,7612.0,Post-Panamax Ships,Apparel,289,26,0.72,7
2023-06-01,Bulk Carrier,17127,65,,,27564.0,,Capesize,Grain,283,35,0.79,18
2021-12-05,Tanker,31200,82,,,182851.0,,LR1,Crude Oil,107,60,0.78,6
2021-08-28,Bulk Carrier,22753,365,,,43713.0,,Panamax,Coal,162,30,0.79,14
2022-08-27,Bulk Carrier,14898,134,,,186913.0,,Handymax/Supramax,Iron Ore,105,38,0.75,7
2023-01-04,LNG Carrier,54695,338,112791.0,,,,Typical LNG Carrier,Liquified Natural Gas,246,43,0.7,7
2021-08-28,LNG Carrier,30628,377,144455.0,,,,Typical LNG Carrier,Liquified Natural Gas,300,50,0.79,1
2022-09-28,LPG Carrier,40370,163,,51390.0,,,Typical LPG Carrier,Liquified Petroleum Gas,184,32,0.63,8
2022-02-06,Bulk Carrier,22865,150,,,139938.0,,Handymax/Supramax,Iron Ore,261,49,0.62,5
2021-09-14,Container Ship,19562,228,,,,5335.0,Panamax Ships,Chemicals,216,22,0.55,6
2023-04-13,Bulk Carrier,26066,288,,,160450.0,,Handysize,Coal,267,58,0.64,14
2021-07-27,LPG Carrier,36472,367,,52683.0,,,Typical LPG Carrier,Liquified Petroleum Gas,102,35,0.62,10
2022-10-24,LNG Carrier,46976,62,144203.0,,,,Typical LNG Carrier,Liquified Natural Gas,289,42,0.79,1
2021-11-22,Bulk Carrier,24593,289,,,161453.0,,Panamax,Coal,265,23,0.76,11
2023-08-09,Container Ship,12793,65,,,,4596.0,Post-Panamax Ships,Chemicals,251,24,0.68,12
2023-07-25,Bulk Carrier,20701,134,,,63544.0,,Handymax/Supramax,Coal,148,40,0.74,1
2021-02-22,Container Ship,23392,131,,,,10845.0,New Panamax (Neo-Panamax) Ships,Apparel,399,49,0.56,6
2021-07-28,Tanker,44333,119,,,91240.0,,Handysize,Crude Oil,162,56,0.65,12
2023-09-17,Bulk Carrier,26865,90,,,158825.0,,Handymax/Supramax,Grain,119,59,0.79,11
2023-10-19,LPG Carrier,35917,229,,69153.0,,,Typical LPG Carrier,Liquified Petroleum Gas,179,36,0.53,6
2023-02-25,LNG Carrier,29941,328,141160.0,,,,Typical LNG Carrier,Liquified Natural Gas,221,41,0.64,1
2023-06-06,Tanker,16367,264,,,234147.0,,MR,Crude Oil,147,59,0.5,8
2021-03-28,Bulk Carrier,12768,78,,,38146.0,,Handymax/Supramax,Grain,148,20,0.69,17
2023-04-19,Tanker,15531,408,,,302851.0,,ULCC,Refined Products,315,39,0.61,14
2022-02-18,Tanker,41487,76,,,151569.0,,Aframax,Crude Oil,199,40,0.58,7
2022-03-29,Bulk Carrier,27864,308,,,74125.0,,Panamax,Grain,195,22,0.73,9
2022-04-13,Bulk Carrier,27979,176,,,37808.0,,Capesize,Coal,245,29,0.5,4
2023-07-03,Container Ship,16561,316,,,,7499.0,New Panamax (Neo-Panamax) Ships,Machinery,96,25,0.66,18
2023-06-03,Tanker,28310,119,,,398853.0,,Handysize,Refined Products,218,61,0.56,10
2021-10-10,Container Ship,10792,64,,,,3360.0,New Panamax (Neo-Panamax) Ships,Electronics,191,25,0.53,11
2023-03-31,Container Ship,28838,277,,,,7438.0,New Panamax (Neo-Panamax) Ships,Apparel,149,52,0.55,17
2021-01-09,Bulk Carrier,24167,82,,,73851.0,,Handysize,Coal,243,49,0.57,3
2021-02-27,Tanker,25347,56,,,326122.0,,Suezmax,Refined Products,153,61,0.59,3
2021-10-11,Container Ship,27512,269,,,,13251.0,Feeder Ships,Apparel,390,23,0.76,16
2022-12-16,Container Ship,21307,140,,,,10429.0,Post-Panamax Ships,Machinery,217,18,0.78,4
2022-04-16,Bulk Carrier,16333,363,,,162491.0,,Panamax,Grain,185,48,0.76,16
2021-09-08,Container Ship,11779,170,,,,12566.0,Feedermax Ships,Apparel,236,41,0.6,14
2023-08-14,LPG Carrier,20279,335,,11540.0,,,Typical LPG Carrier,Liquified Petroleum Gas,109,28,0.75,2
2021-07-06,Bulk Carrier,28573,160,,,153468.0,,Panamax,Coal,150,32,0.68,17
2022-01-08,Container Ship,31191,444,,,,7078.0,Panamax Ships,Apparel,378,50,0.73,3
2022-11-06,LPG Carrier,40810,224,,10044.0,,,Typical LPG Carrier,Liquified Petroleum Gas,148,27,0.75,17
2021-05-09,LNG Carrier,35907,313,117506.0,,,,Typical LNG Carrier,Liquified Natural Gas,256,50,0.52,7
2022-03-12,LPG Carrier,22549,387,,54438.0,,,Typical LPG Carrier,Liquified Petroleum Gas,213,27,0.79,17
2022-01-03,Bulk Carrier,14685,160,,,71280.0,,Handymax/Supramax,Iron Ore,204,44,0.74,4
2021-03-08,Tanker,20595,400,,,222341.0,,MR,Crude Oil,318,36,0.71,12
