Charter Date,Vessel Type,Route ID,Charter Price ($/day),Duration (days),Cargo Type/Use Case,Capacity/Bollard Pull,daily_consumption,Distance (nm),Port Fees ($),Average Speed (knots)
2021-04-03,Aframax,TD19,8033,2.777777777777778,Fuel Oil,96152,30,800,15000,12.0
2023-01-10,MR,TC23,7343,1.736111111111111,Diesel,40085,25,500,8000,12.0
2023-11-29,LR2,TC1,7779,17.94871794871795,Refined Products,84240,40,5600,30000,13.0
2021-10-13,VLCC,STS1,8207,0.029761904761904764,Crude Oil,306296,55,10,0,14.0
2022-11-18,Suezmax,TD20,6894,13.782051282051283,Crude Oil,141291,40,4300,35000,13.0
2023-04-03,MR,TC11,5268,9.722222222222223,Gasoline,47730,25,2800,18000,12.0
2022-12-30,LR1,TC5,6519,18.666666666666668,Refined Products,59204,35,5600,30000,12.5
2023-11-06,MR,TC2_37,9312,10.416666666666666,Diesel,40437,25,3000,25000,12.0
2021-03-28,LR2,TC5,9325,17.94871794871795,Refined Products,77539,40,5600,30000,13.0
2023-05-27,MR,TC11,6479,9.722222222222223,Diesel,46542,25,2800,18000,12.0
2021-09-18,LR1,TC1,9238,18.666666666666668,Refined Products,56838,35,5600,30000,12.5
2021-02-26,MR,TC6,9808,4.166666666666667,Gasoline,43062,25,1200,10000,12.0
2023-10-17,MR,TC23,7788,1.736111111111111,Gasoline,45032,25,500,8000,12.0
2023-11-03,VLCC,STS3,9175,0.03571428571428571,Crude Oil,303483,55,12,0,14.0
2022-10-05,MR,TC11,8127,9.722222222222223,Gasoline,43842,25,2800,18000,12.0
2023-12-12,Aframax,TD8,9174,15.972222222222221,Crude Oil,100085,30,4600,30000,12.0
2022-07-31,VLCC,STS1,8763,0.029761904761904764,Crude Oil,311558,55,10,0,14.0
2023-05-22,MR,TC14,6646,13.888888888888888,Gasoline,40612,25,4000,22000,12.0
2022-05-09,MR,TC2_37,8206,10.416666666666666,Diesel,43535,25,3000,25000,12.0
2022-03-15,Suezmax,TD6,8716,3.8461538461538463,Refined Products,140340,40,1200,12000,13.0
2022-07-03,Suezmax,TD6,7919,3.8461538461538463,Refined Products,146599,40,1200,12000,13.0
2022-05-29,Aframax,TD8,7492,15.972222222222221,Fuel Oil,103432,30,4600,30000,12.0
2021-05-26,LR2,TC1,5324,17.94871794871795,Refined Products,82889,40,5600,30000,13.0
2022-03-23,MR,TC6,6919,4.166666666666667,Gasoline,49256,25,1200,10000,12.0
2021-03-05,MR,TC23,8839,1.736111111111111,Diesel,46089,25,500,8000,12.0
2023-04-26,Aframax,STS2,6178,0.052083333333333336,Crude Oil,98300,30,15,0,12.0
2022-08-10,Suezmax,STS2,9710,0.04807692307692307,Refined Products,148261,40,15,0,13.0
2023-06-18,MR,TC23,6334,1.736111111111111,Diesel,45327,25,500,8000,12.0
2023-10-01,Suezmax,TD6,9084,3.8461538461538463,Crude Oil,143676,40,1200,12000,13.0
2021-07-15,Suezmax,TD6,7071,3.8461538461538463,Refined Products,149374,40,1200,12000,13.0
2021-12-04,MR,TC2_37,9497,10.416666666666666,Diesel,49826,25,3000,25000,12.0
2023-03-14,LR1,TC1,8067,18.666666666666668,Refined Products,57153,35,5600,30000,12.5
2021-08-21,LR1,TC1,7218,18.666666666666668,Refined Products,56853,35,5600,30000,12.5
2022-01-02,MR,TC6,9726,4.166666666666667,Gasoline,42778,25,1200,10000,12.0
2021-11-29,MR,TC11,7765,9.722222222222223,Gasoline,43507,25,2800,18000,12.0
2022-08-18,LR2,TC7,7523,11.85897435897436,Refined Products,84871,40,3700,20000,13.0
2021-04-10,Suezmax,TD20,8053,13.782051282051283,Crude Oil,142023,40,4300,35000,13.0
2021-08-01,VLCC,STS1,7376,0.029761904761904764,Crude Oil,315784,55,10,0,14.0
2022-06-02,MR,TC11,9556,9.722222222222223,Gasoline,40007,25,2800,18000,12.0
2023-12-04,MR,TC23,9805,1.736111111111111,Gasoline,44360,25,500,8000,12.0
2021-08-31,VLCC,TD3C,8811,19.345238095238095,Crude Oil,312423,55,6500,50000,14.0
2023-12-05,VLCC,TD3C,7274,19.345238095238095,Crude Oil,310905,55,6500,50000,14.0
2023-02-03,Aframax,STS2,8179,0.052083333333333336,Fuel Oil,104836,30,15,0,12.0
2022-11-10,VLCC,TD15,8125,32.738095238095234,Crude Oil,310938,55,11000,60000,14.0
2022-04-13,LR2,TC7,7918,11.85897435897436,Refined Products,82574,40,3700,20000,13.0
2021-01-01,MR,TC6,8858,4.166666666666667,Diesel,43605,25,1200,10000,12.0
2021-04-06,Aframax,STS1,7871,0.034722222222222224,Fuel Oil,104759,30,10,0,12.0
2023-08-04,Aframax,TD8,9941,15.972222222222221,Fuel Oil,100370,30,4600,30000,12.0
2023-05-10,Suezmax,TD6,5499,3.8461538461538463,Refined Products,140072,40,1200,12000,13.0
2022-01-02,MR,TC23,7230,1.736111111111111,Diesel,46619,25,500,8000,12.0
2022-08-26,LR2,TC1,6748,17.94871794871795,Refined Products,81752,40,5600,30000,13.0
2021-10-28,VLCC,TD3C,8012,19.345238095238095,Crude Oil,300146,55,6500,50000,14.0
2021-03-31,MR,TC2_37,8666,10.416666666666666,Gasoline,44198,25,3000,25000,12.0
2023-04-06,MR,TC6,7598,4.166666666666667,Diesel,40418,25,1200,10000,12.0
2022-05-06,LR2,TC7,9372,11.85897435897436,Refined Products,77896,40,3700,20000,13.0
2022-05-06,MR,TC14,9130,13.888888888888888,Diesel,42009,25,4000,22000,12.0
2021-03-26,Aframax,STS1,6538,0.034722222222222224,Crude Oil,97999,30,10,0,12.0
2022-08-30,MR,TC11,9051,9.722222222222223,Gasoline,48470,25,2800,18000,12.0
2021-12-07,Suezmax,TD6,9681,3.8461538461538463,Crude Oil,141025,40,1200,12000,13.0
2023-11-08,VLCC,TD3C,7473,19.345238095238095,Crude Oil,306438,55,6500,50000,14.0
2021-01-11,MR,TC6,6260,4.166666666666667,Gasoline,47419,25,1200,10000,12.0
2022-07-14,MR,TC14,5558,13.888888888888888,Gasoline,44458,25,4000,22000,12.0
2023-04-02,Suezmax,TD20,8683,13.782051282051283,Refined Products,146376,40,4300,35000,13.0
2022-09-21,VLCC,TD3C,5891,19.345238095238095,Crude Oil,315969,55,6500,50000,14.0
2023-01-22,Aframax,STS2,6440,0.052083333333333336,Fuel Oil,101911,30,15,0,12.0
2023-02-28,MR,TC6,6006,4.166666666666667,Gasoline,44613,25,1200,10000,12.0
2023-11-24,LR2,TC7,7336,11.85897435897436,Refined Products,83124,40,3700,20000,13.0
2022-04-10,MR,STS1,5109,0.034722222222222224,Gasoline,40263,25,10,0,12.0
2022-11-29,MR,TC6,6283,4.166666666666667,Diesel,48802,25,1200,10000,12.0
2022-01-01,Aframax,TD19,9147,2.777777777777778,Fuel Oil,97182,30,800,15000,12.0
2023-03-18,MR,TC14,7475,13.888888888888888,Diesel,47172,25,4000,22000,12.0
2022-02-19,VLCC,TD3C,9735,19.345238095238095,Crude Oil,319448,55,6500,50000,14.0
2021-03-10,MR,TC14,5591,13.888888888888888,Gasoline,42470,25,4000,22000,12.0
2021-12-12,Aframax,TD19,5230,2.777777777777778,Crude Oil,103559,30,800,15000,12.0
2022-03-26,Aframax,TD8,9744,15.972222222222221,Fuel Oil,103189,30,4600,30000,12.0
2024-01-05,Suezmax,TD6,8409,3.8461538461538463,Crude Oil,145436,40,1200,12000,13.0
2023-10-09,VLCC,TD15,8142,32.738095238095234,Crude Oil,310396,55,11000,60000,14.0
2022-07-21,LR2,TC5,7310,17.94871794871795,Refined Products,82523,40,5600,30000,13.0
2023-02-25,VLCC,STS1,6103,0.029761904761904764,Crude Oil,302144,55,10,0,14.0
2023-03-29,Aframax,TD8,9897,15.972222222222221,Fuel Oil,99716,30,4600,30000,12.0
2023-09-27,LR2,TC7,8872,11.85897435897436,Refined Products,75237,40,3700,20000,13.0
2021-09-23,MR,TC14,9939,13.888888888888888,Gasoline,47255,25,4000,22000,12.0
2021-01-01,MR,TC11,5699,9.722222222222223,Diesel,41966,25,2800,18000,12.0
2021-02-25,Aframax,STS1,7365,0.034722222222222224,Crude Oil,103625,30,10,0,12.0
2023-10-18,LR2,TC1,8796,17.94871794871795,Refined Products,80709,40,5600,30000,13.0
2022-12-04,VLCC,TD15,5843,32.738095238095234,Crude Oil,305180,55,11000,60000,14.0
2022-12-20,Suezmax,TD20,5041,13.782051282051283,Crude Oil,144447,40,4300,35000,13.0
2022-08-04,VLCC,STS1,5965,0.029761904761904764,Crude Oil,308174,55,10,0,14.0
2023-11-11,Suezmax,TD6,9556,3.8461538461538463,Refined Products,143855,40,1200,12000,13.0
2023-11-06,MR,TC2_37,6770,10.416666666666666,Diesel,48210,25,3000,25000,12.0
2023-10-03,Aframax,TD19,5471,2.777777777777778,Crude Oil,100964,30,800,15000,12.0
2023-06-09,Aframax,TD8,6958,15.972222222222221,Fuel Oil,102666,30,4600,30000,12.0
2023-04-05,VLCC,TD3C,5536,19.345238095238095,Crude Oil,315995,55,6500,50000,14.0
2021-04-26,Suezmax,TD20,7005,13.782051282051283,Refined Products,144178,40,4300,35000,13.0
2021-04-24,Suezmax,TD6,5473,3.8461538461538463,Refined Products,144930,40,1200,12000,13.0
2022-07-07,LR1,TC5,9122,18.666666666666668,Refined Products,60760,35,5600,30000,12.5
2022-06-02,MR,TC23,6503,1.736111111111111,Gasoline,41703,25,500,8000,12.0
2021-05-19,MR,STS1,7345,0.034722222222222224,Gasoline,45405,25,10,0,12.0
2021-11-06,Suezmax,STS2,8136,0.04807692307692307,Refined Products,147861,40,15,0,13.0
2021-01-03,LR1,TC1,6534,18.666666666666668,Refined Products,60826,35,5600,30000,12.5
2023-09-09,LR2,TC7,5037,11.85897435897436,Refined Products,82908,40,3700,20000,13.0
2021-02-18,Suezmax,STS2,9061,0.04807692307692307,Crude Oil,143671,40,15,0,13.0
2021-09-03,MR,TC6,7537,4.166666666666667,Gasoline,46109,25,1200,10000,12.0
2022-06-23,Aframax,STS1,8424,0.034722222222222224,Fuel Oil,102996,30,10,0,12.0
2021-06-28,LR2,TC5,8679,17.94871794871795,Refined Products,83733,40,5600,30000,13.0
2023-10-29,Aframax,TD8,6898,15.972222222222221,Fuel Oil,103919,30,4600,30000,12.0
2021-07-25,Aframax,TD19,9229,2.777777777777778,Fuel Oil,95876,30,800,15000,12.0
2021-04-09,Suezmax,STS2,9086,0.04807692307692307,Crude Oil,148146,40,15,0,13.0
2023-07-19,MR,TC6,8127,4.166666666666667,Gasoline,48383,25,1200,10000,12.0
2023-06-25,LR1,TC5,9901,18.666666666666668,Refined Products,57705,35,5600,30000,12.5
2023-11-05,Aframax,STS3,5298,0.041666666666666664,Fuel Oil,98604,30,12,0,12.0
2022-10-07,Suezmax,STS2,7906,0.04807692307692307,Crude Oil,149292,40,15,0,13.0
2021-03-10,Aframax,TD19,5346,2.777777777777778,Fuel Oil,99000,30,800,15000,12.0
2023-10-09,Suezmax,TD20,6245,13.782051282051283,Refined Products,141857,40,4300,35000,13.0
2021-10-14,LR1,TC5,7977,18.666666666666668,Refined Products,63451,35,5600,30000,12.5
2022-02-19,LR2,TC7,7280,11.85897435897436,Refined Products,81057,40,3700,20000,13.0
2022-03-08,MR,STS3,6822,0.041666666666666664,Gasoline,47126,25,12,0,12.0
2022-02-11,MR,TC14,8135,13.888888888888888,Diesel,43243,25,4000,22000,12.0
2023-10-23,MR,TC23,5033,1.736111111111111,Diesel,49387,25,500,8000,12.0
2022-09-12,Aframax,TD8,8219,15.972222222222221,Fuel Oil,100563,30,4600,30000,12.0
2023-06-05,VLCC,TD15,7791,32.738095238095234,Crude Oil,314421,55,11000,60000,14.0
2021-03-26,VLCC,TD3C,5517,19.345238095238095,Crude Oil,308956,55,6500,50000,14.0
2022-09-02,MR,TC2_37,9196,10.416666666666666,Diesel,43826,25,3000,25000,12.0
2023-09-01,VLCC,TD15,6078,32.738095238095234,Crude Oil,302064,55,11000,60000,14.0
2023-12-06,VLCC,TD15,9214,32.738095238095234,Crude Oil,318856,55,11000,60000,14.0
2022-07-30,Aframax,STS2,7802,0.052083333333333336,Fuel Oil,97030,30,15,0,12.0
2023-01-28,MR,TC2_37,7601,10.416666666666666,Diesel,42564,25,3000,25000,12.0
2023-10-15,MR,TC6,5279,4.166666666666667,Diesel,40031,25,1200,10000,12.0
2022-08-02,MR,TC6,9983,4.166666666666667,Gasoline,40331,25,1200,10000,12.0
2022-12-26,Aframax,STS2,6693,0.052083333333333336,Fuel Oil,95101,30,15,0,12.0
2021-01-12,MR,TC14,8330,13.888888888888888,Gasoline,42362,25,4000,22000,12.0
2021-01-27,Suezmax,TD6,5991,3.8461538461538463,Refined Products,148284,40,1200,12000,13.0
2022-09-04,LR2,TC7,9666,11.85897435897436,Refined Products,77249,40,3700,20000,13.0
2021-06-02,Aframax,STS1,8632,0.034722222222222224,Fuel Oil,97643,30,10,0,12.0
2022-01-20,LR1,TC1,8085,18.666666666666668,Refined Products,55747,35,5600,30000,12.5
2023-04-04,Aframax,TD8,7575,15.972222222222221,Fuel Oil,100061,30,4600,30000,12.0
2023-09-03,MR,TC23,5970,1.736111111111111,Diesel,40110,25,500,8000,12.0
2022-09-27,Suezmax,TD6,9548,3.8461538461538463,Crude Oil,145560,40,1200,12000,13.0
2022-01-25,Aframax,TD19,8333,2.777777777777778,Fuel Oil,103904,30,800,15000,12.0
2024-01-08,Suezmax,TD20,6011,13.782051282051283,Refined Products,142829,40,4300,35000,13.0
2023-10-03,Aframax,STS2,7559,0.052083333333333336,Fuel Oil,97563,30,15,0,12.0
2021-10-27,MR,TC14,8220,13.888888888888888,Gasoline,48339,25,4000,22000,12.0
2022-07-13,MR,TC11,7256,9.722222222222223,Diesel,47079,25,2800,18000,12.0
2023-02-17,Aframax,STS3,8402,0.041666666666666664,Fuel Oil,99819,30,12,0,12.0
2022-05-13,MR,TC14,6106,13.888888888888888,Diesel,41035,25,4000,22000,12.0
2022-01-09,VLCC,TD3C,8307,19.345238095238095,Crude Oil,314254,55,6500,50000,14.0
2023-05-12,Aframax,TD8,6672,15.972222222222221,Fuel Oil,95743,30,4600,30000,12.0
2022-04-24,Suezmax,TD6,7297,3.8461538461538463,Refined Products,147587,40,1200,12000,13.0
2021-11-13,LR2,TC7,5669,11.85897435897436,Refined Products,84750,40,3700,20000,13.0
2021-03-20,LR2,TC1,8439,17.94871794871795,Refined Products,78405,40,5600,30000,13.0
2022-07-31,VLCC,TD3C,9994,19.345238095238095,Crude Oil,308487,55,6500,50000,14.0
2023-01-12,MR,TC2_37,5320,10.416666666666666,Diesel,42351,25,3000,25000,12.0
2024-01-10,MR,TC23,6929,1.736111111111111,Gasoline,40226,25,500,8000,12.0
2023-04-16,Suezmax,TD6,6149,3.8461538461538463,Crude Oil,146996,40,1200,12000,13.0
2023-07-16,Aframax,TD8,9683,15.972222222222221,Fuel Oil,99707,30,4600,30000,12.0
2022-05-22,Suezmax,TD6,6316,3.8461538461538463,Refined Products,146060,40,1200,12000,13.0
2021-03-27,Aframax,TD8,8954,15.972222222222221,Crude Oil,101837,30,4600,30000,12.0
2021-07-21,MR,TC23,6172,1.736111111111111,Diesel,45312,25,500,8000,12.0
2023-11-20,VLCC,TD15,5757,32.738095238095234,Crude Oil,311500,55,11000,60000,14.0
2022-02-15,Aframax,STS3,9725,0.041666666666666664,Fuel Oil,102007,30,12,0,12.0
2022-04-30,Suezmax,TD6,9148,3.8461538461538463,Refined Products,143339,40,1200,12000,13.0
2022-06-29,MR,TC2_37,7440,10.416666666666666,Diesel,44280,25,3000,25000,12.0
2023-03-05,MR,TC11,8089,9.722222222222223,Gasoline,48527,25,2800,18000,12.0
2022-06-09,MR,TC23,5368,1.736111111111111,Gasoline,43077,25,500,8000,12.0
2022-05-23,MR,TC14,9773,13.888888888888888,Diesel,46390,25,4000,22000,12.0
2023-12-28,Aframax,STS2,7111,0.052083333333333336,Fuel Oil,96290,30,15,0,12.0
2021-05-13,VLCC,STS1,6578,0.029761904761904764,Crude Oil,301804,55,10,0,14.0
2023-11-28,LR2,TC1,7258,17.94871794871795,Refined Products,82472,40,5600,30000,13.0
2023-09-04,Aframax,STS2,7963,0.052083333333333336,Crude Oil,98859,30,15,0,12.0
2021-03-20,VLCC,TD3C,5265,19.345238095238095,Crude Oil,301827,55,6500,50000,14.0
2021-12-20,MR,TC14,8940,13.888888888888888,Diesel,48582,25,4000,22000,12.0
2021-12-02,LR1,TC5,5884,18.666666666666668,Refined Products,62423,35,5600,30000,12.5
2021-08-17,MR,TC11,5348,9.722222222222223,Diesel,44875,25,2800,18000,12.0
2023-09-17,VLCC,TD15,5883,32.738095238095234,Crude Oil,301762,55,11000,60000,14.0
2022-06-29,LR2,TC7,5612,11.85897435897436,Refined Products,77090,40,3700,20000,13.0
2023-04-28,Aframax,TD19,9946,2.777777777777778,Fuel Oil,97278,30,800,15000,12.0
2024-01-26,VLCC,TD3C,8650,19.345238095238095,Crude Oil,308579,55,6500,50000,14.0
2023-03-13,Suezmax,TD6,7590,3.8461538461538463,Refined Products,145287,40,1200,12000,13.0
2023-02-07,MR,TC6,6675,4.166666666666667,Gasoline,40094,25,1200,10000,12.0
2023-12-22,LR2,TC5,5186,17.94871794871795,Refined Products,78074,40,5600,30000,13.0
2023-11-02,VLCC,TD3C,7560,19.345238095238095,Crude Oil,313748,55,6500,50000,14.0
2021-10-31,MR,TC6,8127,4.166666666666667,Gasoline,42472,25,1200,10000,12.0
2023-09-10,Aframax,TD19,5071,2.777777777777778,Crude Oil,96090,30,800,15000,12.0
2023-11-28,LR2,TC5,8862,17.94871794871795,Refined Products,76665,40,5600,30000,13.0
2021-04-19,LR2,TC1,7143,17.94871794871795,Refined Products,82622,40,5600,30000,13.0
2023-10-16,Aframax,STS2,9947,0.052083333333333336,Fuel Oil,98706,30,15,0,12.0
2021-11-27,MR,TC23,6884,1.736111111111111,Diesel,42796,25,500,8000,12.0
2023-07-18,MR,STS1,5578,0.034722222222222224,Diesel,41681,25,10,0,12.0
2021-02-09,MR,TC14,5302,13.888888888888888,Diesel,42763,25,4000,22000,12.0
2023-01-21,MR,TC14,9993,13.888888888888888,Diesel,48952,25,4000,22000,12.0
2022-04-30,MR,TC6,5956,4.166666666666667,Gasoline,43728,25,1200,10000,12.0
2023-11-03,VLCC,TD15,8644,32.738095238095234,Crude Oil,309514,55,11000,60000,14.0
2021-01-18,MR,TC14,6003,13.888888888888888,Diesel,46043,25,4000,22000,12.0
2021-04-30,MR,TC11,8255,9.722222222222223,Gasoline,45822,25,2800,18000,12.0
2023-06-03,MR,TC6,5160,4.166666666666667,Diesel,44022,25,1200,10000,12.0
2022-07-30,MR,TC6,8412,4.166666666666667,Diesel,41784,25,1200,10000,12.0
2021-11-10,Suezmax,TD6,6403,3.8461538461538463,Refined Products,148874,40,1200,12000,13.0
2021-01-29,Aframax,STS1,5001,0.034722222222222224,Crude Oil,101466,30,10,0,12.0
2021-01-16,MR,TC2_37,6626,10.416666666666666,Gasoline,46616,25,3000,25000,12.0
2024-01-30,MR,TC6,9044,4.166666666666667,Gasoline,45588,25,1200,10000,12.0
2023-02-18,Aframax,TD8,7265,15.972222222222221,Fuel Oil,96938,30,4600,30000,12.0
2021-11-21,MR,TC23,7276,1.736111111111111,Diesel,48395,25,500,8000,12.0
2021-11-17,LR2,TC1,9210,17.94871794871795,Refined Products,76067,40,5600,30000,13.0
2021-03-08,MR,TC14,5516,13.888888888888888,Diesel,46090,25,4000,22000,12.0
2023-12-06,MR,TC11,8716,9.722222222222223,Gasoline,41951,25,2800,18000,12.0
2022-01-10,VLCC,TD15,9903,32.738095238095234,Crude Oil,304725,55,11000,60000,14.0
2022-02-20,MR,TC14,9514,13.888888888888888,Gasoline,46042,25,4000,22000,12.0
2023-01-01,MR,TC11,7361,9.722222222222223,Gasoline,44930,25,2800,18000,12.0
2022-05-29,MR,TC23,9870,1.736111111111111,Diesel,45513,25,500,8000,12.0
2022-06-23,Suezmax,STS2,6403,0.04807692307692307,Refined Products,143021,40,15,0,13.0
2023-06-09,Aframax,STS2,7756,0.052083333333333336,Crude Oil,97794,30,15,0,12.0
2021-10-16,VLCC,TD15,7599,32.738095238095234,Crude Oil,310670,55,11000,60000,14.0
2021-03-27,MR,TC23,5501,1.736111111111111,Diesel,43353,25,500,8000,12.0
2023-01-24,VLCC,STS3,7874,0.03571428571428571,Crude Oil,316150,55,12,0,14.0
2021-10-13,LR2,TC7,8796,11.85897435897436,Refined Products,77549,40,3700,20000,13.0
2022-04-28,VLCC,TD15,8459,32.738095238095234,Crude Oil,300784,55,11000,60000,14.0
2022-08-17,Suezmax,STS2,9327,0.04807692307692307,Refined Products,141218,40,15,0,13.0
2023-12-07,Suezmax,TD20,5993,13.782051282051283,Crude Oil,141937,40,4300,35000,13.0
2023-04-21,VLCC,TD15,6423,32.738095238095234,Crude Oil,315867,55,11000,60000,14.0
2021-10-16,LR2,TC1,7525,17.94871794871795,Refined Products,83071,40,5600,30000,13.0
2022-12-13,LR2,TC5,7535,17.94871794871795,Refined Products,78456,40,5600,30000,13.0
2022-07-02,MR,TC6,5071,4.166666666666667,Gasoline,43941,25,1200,10000,12.0
2022-04-09,Suezmax,TD20,6709,13.782051282051283,Crude Oil,149007,40,4300,35000,13.0
2023-11-03,Aframax,TD8,7373,15.972222222222221,Fuel Oil,103983,30,4600,30000,12.0
2023-05-02,Aframax,STS2,5091,0.052083333333333336,Crude Oil,99629,30,15,0,12.0
2021-11-06,MR,TC14,5682,13.888888888888888,Diesel,47983,25,4000,22000,12.0
2021-08-19,MR,TC11,9425,9.722222222222223,Gasoline,46516,25,2800,18000,12.0
2021-01-08,LR2,TC1,5563,17.94871794871795,Refined Products,76761,40,5600,30000,13.0
2024-01-01,Aframax,STS1,9436,0.034722222222222224,Fuel Oil,96736,30,10,0,12.0
2024-01-20,Aframax,TD19,7204,2.777777777777778,Crude Oil,100358,30,800,15000,12.0
2022-11-18,VLCC,TD15,5631,32.738095238095234,Crude Oil,319210,55,11000,60000,14.0
2021-11-01,VLCC,TD15,6581,32.738095238095234,Crude Oil,308860,55,11000,60000,14.0
2022-09-14,MR,TC14,8003,13.888888888888888,Gasoline,46416,25,4000,22000,12.0
2023-07-19,Aframax,TD8,9861,15.972222222222221,Fuel Oil,101007,30,4600,30000,12.0
2023-10-23,Suezmax,TD20,9491,13.782051282051283,Refined Products,146634,40,4300,35000,13.0
2022-01-19,Suezmax,STS2,9004,0.04807692307692307,Refined Products,144878,40,15,0,13.0
2022-12-30,MR,TC14,8401,13.888888888888888,Gasoline,48271,25,4000,22000,12.0
2024-01-21,MR,TC2_37,5234,10.416666666666666,Gasoline,45418,25,3000,25000,12.0
2023-04-07,Aframax,STS2,9841,0.052083333333333336,Crude Oil,99130,30,15,0,12.0
2023-02-04,LR2,TC5,9552,17.94871794871795,Refined Products,80100,40,5600,30000,13.0
2023-10-12,LR1,TC5,7210,18.666666666666668,Refined Products,64406,35,5600,30000,12.5
2021-07-30,MR,TC6,9077,4.166666666666667,Diesel,42291,25,1200,10000,12.0
2023-07-11,LR1,TC1,5488,18.666666666666668,Refined Products,55782,35,5600,30000,12.5
2021-04-20,MR,TC11,5814,9.722222222222223,Diesel,47677,25,2800,18000,12.0
2023-09-13,Aframax,TD8,7125,15.972222222222221,Fuel Oil,100389,30,4600,30000,12.0
2021-11-23,VLCC,TD3C,7297,19.345238095238095,Crude Oil,302396,55,6500,50000,14.0
2021-12-04,Suezmax,TD6,8831,3.8461538461538463,Crude Oil,142488,40,1200,12000,13.0
2022-12-11,LR1,TC7,7833,12.333333333333334,Refined Products,61734,35,3700,20000,12.5
2021-04-09,MR,TC14,7746,13.888888888888888,Gasoline,40808,25,4000,22000,12.0
2022-05-15,MR,TC11,6080,9.722222222222223,Diesel,40817,25,2800,18000,12.0
2021-07-13,Suezmax,TD20,7661,13.782051282051283,Crude Oil,147076,40,4300,35000,13.0
2022-07-07,Suezmax,TD6,6046,3.8461538461538463,Refined Products,145314,40,1200,12000,13.0
2021-01-18,Suezmax,STS2,6613,0.04807692307692307,Crude Oil,145121,40,15,0,13.0
2022-09-19,Suezmax,STS2,7440,0.04807692307692307,Refined Products,141036,40,15,0,13.0
2022-02-13,MR,TC11,7525,9.722222222222223,Gasoline,47714,25,2800,18000,12.0
2023-01-28,MR,TC11,6481,9.722222222222223,Gasoline,47384,25,2800,18000,12.0
2021-10-02,MR,TC14,8077,13.888888888888888,Diesel,40909,25,4000,22000,12.0
2022-06-12,Aframax,TD19,7181,2.777777777777778,Crude Oil,96985,30,800,15000,12.0
2024-01-24,VLCC,STS3,6667,0.03571428571428571,Crude Oil,316289,55,12,0,14.0
2023-11-23,VLCC,STS1,7759,0.029761904761904764,Crude Oil,311348,55,10,0,14.0
2021-07-07,Suezmax,TD6,8645,3.8461538461538463,Crude Oil,149819,40,1200,12000,13.0
2021-03-13,MR,TC14,9237,13.888888888888888,Gasoline,41762,25,4000,22000,12.0
2023-03-31,Suezmax,STS2,9831,0.04807692307692307,Refined Products,148606,40,15,0,13.0
2023-02-10,MR,TC23,9516,1.736111111111111,Gasoline,48497,25,500,8000,12.0
2023-02-13,MR,STS3,5983,0.041666666666666664,Diesel,47986,25,12,0,12.0
2024-01-06,MR,TC14,5979,13.888888888888888,Gasoline,41637,25,4000,22000,12.0
2021-08-06,Suezmax,STS2,7608,0.04807692307692307,Crude Oil,148431,40,15,0,13.0
2022-03-04,MR,STS1,8062,0.034722222222222224,Diesel,41872,25,10,0,12.0
2021-05-27,LR2,TC1,5333,17.94871794871795,Refined Products,84876,40,5600,30000,13.0
2021-04-06,Aframax,STS3,8103,0.041666666666666664,Crude Oil,99546,30,12,0,12.0
2023-07-18,MR,TC2_37,7075,10.416666666666666,Gasoline,43182,25,3000,25000,12.0
2021-04-29,Suezmax,TD6,5857,3.8461538461538463,Refined Products,145342,40,1200,12000,13.0
2023-10-12,VLCC,TD15,7035,32.738095238095234,Crude Oil,303139,55,11000,60000,14.0
2022-06-25,LR1,TC5,9082,18.666666666666668,Refined Products,63304,35,5600,30000,12.5
2021-05-24,LR2,TC7,6405,11.85897435897436,Refined Products,84078,40,3700,20000,13.0
2021-08-24,LR1,TC1,6745,18.666666666666668,Refined Products,61372,35,5600,30000,12.5
2021-07-08,Suezmax,TD20,7005,13.782051282051283,Refined Products,148930,40,4300,35000,13.0
2021-11-08,VLCC,STS3,9519,0.03571428571428571,Crude Oil,310825,55,12,0,14.0
2021-10-12,Aframax,TD19,7380,2.777777777777778,Crude Oil,103505,30,800,15000,12.0
2021-10-23,VLCC,STS1,5758,0.029761904761904764,Crude Oil,312112,55,10,0,14.0
2022-01-14,LR2,TC7,8476,11.85897435897436,Refined Products,78074,40,3700,20000,13.0
2024-01-26,VLCC,TD15,9868,32.738095238095234,Crude Oil,313707,55,11000,60000,14.0
2023-07-16,Aframax,TD19,8514,2.777777777777778,Fuel Oil,97889,30,800,15000,12.0
2022-05-06,Aframax,TD19,5916,2.777777777777778,Crude Oil,101878,30,800,15000,12.0
2022-05-02,Aframax,TD8,6875,15.972222222222221,Fuel Oil,96291,30,4600,30000,12.0
2022-04-06,Aframax,TD19,7672,2.777777777777778,Crude Oil,96622,30,800,15000,12.0
2022-08-09,Suezmax,TD6,5750,3.8461538461538463,Refined Products,146098,40,1200,12000,13.0
2021-09-09,Aframax,TD8,9741,15.972222222222221,Crude Oil,100917,30,4600,30000,12.0
2023-05-18,Aframax,TD8,6581,15.972222222222221,Crude Oil,103341,30,4600,30000,12.0
2021-10-08,VLCC,TD15,5744,32.738095238095234,Crude Oil,305967,55,11000,60000,14.0
2023-12-08,MR,TC2_37,6793,10.416666666666666,Gasoline,48501,25,3000,25000,12.0
2023-04-22,VLCC,STS1,8235,0.029761904761904764,Crude Oil,303162,55,10,0,14.0
